"ID","Type","SKU","Name","Slug","Published","Is featured?","Visibility in catalog","Short description","Description","Tax status","Tax class","In stock?","Stock","Regular price","Sale price","Categories","Images","Download limit","Download expiry days","Parent","Grouped products","Upsells","Cross-sells","External URL","Button text","Position"
,"simple","10793","کاسه گردموج   لمون    329   ","کاسه-گردموج-لمون-329-","1","0","visible","کاسه گردموج   لمون    329   ","کاسه گردموج   لمون    329   ","taxable",,"1","1","502980","419150",,,,,,,,,,,"0"
,"simple","10796","تابه بیضی ریوان کوچک  لمون     400s   ","تابه-بیضی-ریوان-کوچک-لمون-400s-","1","0","visible","تابه بیضی ریوان کوچک  لمون     400s   ","تابه بیضی ریوان کوچک  لمون     400s   ","taxable",,"1","7","351480","292900",,,,,,,,,,,"0"
,"simple","10803","کشکول کارمن بزرگ  لمون     506L   ","کشکول-کارمن-بزرگ-لمون-506l-","1","0","visible","کشکول کارمن بزرگ  لمون     506L   ","کشکول کارمن بزرگ  لمون     506L   ","taxable",,"1","2","620400","517000",,,,,,,,,,,"0"
,"simple","10804","دیس مستطیل کارمن بزرگ   لمون   507L ","دیس-مستطیل-کارمن-بزرگ-لمون-507l-","1","0","visible","دیس مستطیل کارمن بزرگ   لمون   507L ","دیس مستطیل کارمن بزرگ   لمون   507L ","taxable",,"1","11","496800","414000",,,,,,,,,,,"0"
,"simple","10805","دیس مستطیل کارمن کوچک  لمون   507S  ","دیس-مستطیل-کارمن-کوچک-لمون-507s-","1","0","visible","دیس مستطیل کارمن کوچک  لمون   507S  ","دیس مستطیل کارمن کوچک  لمون   507S  ","taxable",,"1","10","320400","267000",,,,,,,,,,,"0"
,"simple","10806","12پارچه قهوه خوری کارمن   لمون    518   ","12پارچه-قهوه-خوری-کارمن-لمون-518-","1","0","visible","12پارچه قهوه خوری کارمن   لمون    518   ","12پارچه قهوه خوری کارمن   لمون    518   ","taxable",,"1","8","699600","583000",,,,,,,,,,,"0"
,"simple","10808","دیس بیضی موج بزرگ   لمون      318L   ","دیس-بیضی-موج-بزرگ-لمون-318l-","1","0","visible","دیس بیضی موج بزرگ   لمون      318L   ","دیس بیضی موج بزرگ   لمون      318L   ","taxable",,"1","7","392688","327240",,,,,,,,,,,"0"
,"simple","10810","اردو ستاره   لمون     323   ","اردو-ستاره-لمون-323-","1","0","visible","اردو ستاره   لمون     323   ","اردو ستاره   لمون     323   ","taxable",,"1","9","884400","737000",,,,,,,,,,,"0"
,"simple","10811","اردو خوری رویال سه خانه  لمون      317 ","اردو-خوری-رویال-سه-خانه-لمون-317-","1","0","visible","اردو خوری رویال سه خانه  لمون      317 ","اردو خوری رویال سه خانه  لمون      317 ","taxable",,"1","3","573600","478000",,,,,,,,,,,"0"
,"simple","10819","سرویس 29 پارچه دیپلمات سونیا پلاتین A a 190","سرویس-29-پارچه-دیپلمات-سونیا-پلاتین-a-a-190","1","0","visible","سرویس 29 پارچه دیپلمات سونیا پلاتین A a 190","سرویس 29 پارچه دیپلمات سونیا پلاتین A a 190","taxable",,"1","1","4719600","3933000",,,,,,,,,,,"0"
,"simple","10820","سرویس 93پارچه دیپلمات سونیا طلا A ش 190","سرویس-93پارچه-دیپلمات-سونیا-طلا-a-ش-190","1","0","visible","سرویس 93پارچه دیپلمات سونیا طلا A ش 190","سرویس 93پارچه دیپلمات سونیا طلا A ش 190","taxable",,"1","1","15594000","12995000",,,,,,,,,,,"0"
,"simple","10827","سینی مستطیل بزرگ کفگلدار 542/5mgp ش 200","سینی-مستطیل-بزرگ-کفگلدار-542/5mgp-ش-200","1","0","visible","سینی مستطیل بزرگ کفگلدار 542/5mgp ش 200","سینی مستطیل بزرگ کفگلدار 542/5mgp ش 200","taxable",,"1","2","1014000","845000",,,,,,,,,,,"0"
,"simple","10828","ماگ  gpb14-220 دلی  ش 520","ماگ-gpb14-220-دلی-ش-520","1","0","visible","ماگ  gpb14-220 دلی  ش 520","ماگ  gpb14-220 دلی  ش 520","taxable",,"1","24","636000","530000",,,,,,,,,,,"0"
,"simple","10829","ماگ gpb14-270 دلی  ش 520","ماگ-gpb14-270-دلی-ش-520","1","0","visible","ماگ gpb14-270 دلی  ش 520","ماگ gpb14-270 دلی  ش 520","taxable",,"1","10","687600","573000",,,,,,,,,,,"0"
,"simple","10831","فنجان gpb65 دلی  ش 520","فنجان-gpb65-دلی-ش-520","1","0","visible","فنجان gpb65 دلی  ش 520","فنجان gpb65 دلی  ش 520","taxable",,"1","10","860400","717000",,,,,,,,,,,"0"
,"simple","10659","قوری 4 هیام سرمه ای تقدیس    ش 70","قوری-4-هیام-سرمه-ای-تقدیس-ش-70","1","0","visible","قوری 4 هیام سرمه ای تقدیس    ش 70","قوری 4 هیام سرمه ای تقدیس    ش 70","taxable",,"1","1","165600","138000",,,,,,,,,,,"0"
,"simple","10838","اردومستطیل 4 خانه 35/10 آریو ش 450","اردومستطیل-4-خانه-35/10-آریو-ش-450","1","0","visible","اردومستطیل 4 خانه 35/10 آریو ش 450","اردومستطیل 4 خانه 35/10 آریو ش 450","taxable",,"1","2","565200","471000",,,,,,,,,,,"0"
,"simple","10842","جازیتون بزرگ آریو ش 450","جازیتون-بزرگ-آریو-ش-450","1","0","visible","جازیتون بزرگ آریو ش 450","جازیتون بزرگ آریو ش 450","taxable",,"1","5","108000","90000",,,,,,,,,,,"0"
,"simple","10843","زیتون خوری 2تکه آریو ش 450","زیتون-خوری-2تکه-آریو-ش-450","1","0","visible","زیتون خوری 2تکه آریو ش 450","زیتون خوری 2تکه آریو ش 450","taxable",,"1","3","255600","213000",,,,,,,,,,,"0"
,"simple","10844","زیتون خوری 3تکه آریو ش 450","زیتون-خوری-3تکه-آریو-ش-450","1","0","visible","زیتون خوری 3تکه آریو ش 450","زیتون خوری 3تکه آریو ش 450","taxable",,"1","3","255600","213000",,,,,,,,,,,"0"
,"simple","10845","کفگیر شیاردار گلابی آریو ش 450","کفگیر-شیاردار-گلابی-آریو-ش-450","1","0","visible","کفگیر شیاردار گلابی آریو ش 450","کفگیر شیاردار گلابی آریو ش 450","taxable",,"1","1","229200","191000",,,,,,,,,,,"0"
,"simple","10846","اردو مالمو 2خانه اریو ش 450","اردو-مالمو-2خانه-اریو-ش-450","1","0","visible","اردو مالمو 2خانه اریو ش 450","اردو مالمو 2خانه اریو ش 450","taxable",,"1","3","404400","337000",,,,,,,,,,,"0"
,"simple","10848","چنگال غذاخوری آریو ش 450","چنگال-غذاخوری-آریو-ش-450","1","0","visible","چنگال غذاخوری آریو ش 450","چنگال غذاخوری آریو ش 450","taxable",,"1","1","162000","135000",,,,,,,,,,,"0"
,"simple","10851","سینی بیضی 30/15 آریو ش 450","سینی-بیضی-30/15-آریو-ش-450","1","0","visible","سینی بیضی 30/15 آریو ش 450","سینی بیضی 30/15 آریو ش 450","taxable",,"1","2","283200","236000",,,,,,,,,,,"0"
,"simple","10853","سینی مستطیل 25/15 آریو ش 450","سینی-مستطیل-25/15-آریو-ش-450","1","0","visible","سینی مستطیل 25/15 آریو ش 450","سینی مستطیل 25/15 آریو ش 450","taxable",,"1","3","242400","202000",,,,,,,,,,,"0"
,"simple","10855","سینی مستطیل 30/15 آریو ش 450","سینی-مستطیل-30/15-آریو-ش-450","1","0","visible","سینی مستطیل 30/15 آریو ش 450","سینی مستطیل 30/15 آریو ش 450","taxable",,"1","1","283200","236000",,,,,,,,,,,"0"
,"simple","10857","سینی مستطیل 50/22 آریو ش 450","سینی-مستطیل-50/22-آریو-ش-450","1","0","visible","سینی مستطیل 50/22 آریو ش 450","سینی مستطیل 50/22 آریو ش 450","taxable",,"1","1","686400","572000",,,,,,,,,,,"0"
,"simple","10858","بشقال دلتا20/13 آریو ش 450","بشقال-دلتا20/13-آریو-ش-450","1","0","visible","بشقال دلتا20/13 آریو ش 450","بشقال دلتا20/13 آریو ش 450","taxable",,"1","2","296400","247000",,,,,,,,,,,"0"
,"simple","10860","بشقاب مربع 16 آریو ش 450","بشقاب-مربع-16-آریو-ش-450","1","0","visible","بشقاب مربع 16 آریو ش 450","بشقاب مربع 16 آریو ش 450","taxable",,"1","9","229200","191000",,,,,,,,,,,"0"
,"simple","10866","بشقاب گرد 16 آریو ش 450","بشقاب-گرد-16-آریو-ش-450","1","0","visible","بشقاب گرد 16 آریو ش 450","بشقاب گرد 16 آریو ش 450","taxable",,"1","2","229200","191000",,,,,,,,,,,"0"
,"simple","10870","تخته پیتزا25شیاردار آریو ش 450","تخته-پیتزا25شیاردار-آریو-ش-450","1","0","visible","تخته پیتزا25شیاردار آریو ش 450","تخته پیتزا25شیاردار آریو ش 450","taxable",,"1","8","363600","303000",,,,,,,,,,,"0"
,"simple","10872","نمکدان مکعب 43 آریو ش 450","نمکدان-مکعب-43-آریو-ش-450","1","0","visible","نمکدان مکعب 43 آریو ش 450","نمکدان مکعب 43 آریو ش 450","taxable",,"1","1","80400","67000",,,,,,,,,,,"0"
,"simple","10873","نمکدان استوانه آریو ش 450","نمکدان-استوانه-آریو-ش-450","1","0","visible","نمکدان استوانه آریو ش 450","نمکدان استوانه آریو ش 450","taxable",,"1","5","46800","39000",,,,,,,,,,,"0"
,"simple","10875","چنگال سالاد آریو ش 450","چنگال-سالاد-آریو-ش-450","1","0","visible","چنگال سالاد آریو ش 450","چنگال سالاد آریو ش 450","taxable",,"1","10","242400","202000",,,,,,,,,,,"0"
,"simple","10876","انبرسالاد30 آریو ش 450","انبرسالاد30-آریو-ش-450","1","0","visible","انبرسالاد30 آریو ش 450","انبرسالاد30 آریو ش 450","taxable",,"1","2","242400","202000",,,,,,,,,,,"0"
,"simple","10877","نمکدان تخم مرغی آریو ش 450","نمکدان-تخم-مرغی-آریو-ش-450","1","0","visible","نمکدان تخم مرغی آریو ش 450","نمکدان تخم مرغی آریو ش 450","taxable",,"1","1","80400","67000",,,,,,,,,,,"0"
,"simple","10879","تخته اک حلقه بلند بزرگ اکاسیا آریو ش 450","تخته-اک-حلقه-بلند-بزرگ-اکاسیا-آریو-ش-450","1","0","visible","تخته اک حلقه بلند بزرگ اکاسیا آریو ش 450","تخته اک حلقه بلند بزرگ اکاسیا آریو ش 450","taxable",,"1","5","807600","673000",,,,,,,,,,,"0"
,"simple","10880","تخته اک حلقه کوچک آریو ش 450","تخته-اک-حلقه-کوچک-آریو-ش-450","1","0","visible","تخته اک حلقه کوچک آریو ش 450","تخته اک حلقه کوچک آریو ش 450","taxable",,"1","5","538800","449000",,,,,,,,,,,"0"
,"simple","10882","سینی بیضی 40/22 آریو ش 450","سینی-بیضی-40/22-آریو-ش-450","1","0","visible","سینی بیضی 40/22 آریو ش 450","سینی بیضی 40/22 آریو ش 450","taxable",,"1","1","606000","505000",,,,,,,,,,,"0"
,"simple","10884","سشوار 2300 وات پرتاب هوای عالی دردورنگ سفیدومشکی  ش 530","سشوار-2300-وات-پرتاب-هوای-عالی-دردورنگ-سفیدومشکی-ش-530","1","0","visible","سشوار 2300 وات پرتاب هوای عالی دردورنگ سفیدومشکی  ش 530","سشوار 2300 وات پرتاب هوای عالی دردورنگ سفیدومشکی  ش 530","taxable",,"1","1","1792200","1493500",,,,,,,,,,,"0"
,"simple","10885","اتوبخار 1600 وات nsi 858 x ش 530","اتوبخار-1600-وات-nsi-858-x-ش-530","1","0","visible","اتوبخار 1600 وات nsi 858 x ش 530","اتوبخار 1600 وات nsi 858 x ش 530","taxable",,"1","1","1359600","1133000",,,,,,,,,,,"0"
,"simple","10889","ابمیوه گیری تک کاره nj 9600 u ش 530","ابمیوه-گیری-تک-کاره-nj-9600-u-ش-530","1","0","visible","ابمیوه گیری تک کاره nj 9600 u ش 530","ابمیوه گیری تک کاره nj 9600 u ش 530","taxable",,"1","1","4882200","4068500",,,,,,,,,,,"0"
,"simple","10891","خردکن تمام استیل 2لیتری 2سرعته nc 594 a ش 530","خردکن-تمام-استیل-2لیتری-2سرعته-nc-594-a-ش-530","1","0","visible","خردکن تمام استیل 2لیتری 2سرعته nc 594 a ش 530","خردکن تمام استیل 2لیتری 2سرعته nc 594 a ش 530","taxable",,"1","5","2410200","2008500",,,,,,,,,,,"0"
,"simple","10893","اسپیکر12هزاربهمراه میکروفون ntroy 12402 ش 530","اسپیکر12هزاربهمراه-میکروفون-ntroy-12402-ش-530","1","0","visible","اسپیکر12هزاربهمراه میکروفون ntroy 12402 ش 530","اسپیکر12هزاربهمراه میکروفون ntroy 12402 ش 530","taxable",,"1","1","7230600","6025500",,,,,,,,,,,"0"
,"simple","10894","خردکن 2لیتری شیشه ایی nc 294 ss ش 530","خردکن-2لیتری-شیشه-ایی-nc-294-ss-ش-530","1","0","visible","خردکن 2لیتری شیشه ایی nc 294 ss ش 530","خردکن 2لیتری شیشه ایی nc 294 ss ش 530","taxable",,"1","10","2410200","2008500",,,,,,,,,,,"0"
,"simple","10901","فنجان گلکسی بلند اسکالو  B37-2","فنجان-گلکسی-بلند-اسکالو-b37-2","1","0","visible","فنجان گلکسی بلند اسکالو  B37-2","فنجان گلکسی بلند اسکالو  B37-2","taxable",,"1","38","325200","271000",,,,,,,,,,,"0"
,"simple","10902","فنجان دیم اسکالو ش 90","فنجان-دیم-اسکالو-ش-90","1","0","visible","فنجان دیم اسکالو ش 90","فنجان دیم اسکالو ش 90","taxable",,"1","1","234000","195000",,,,,,,,,,,"0"
,"simple","10903","فنجان دیم لب طلا اسکالو ش 90","فنجان-دیم-لب-طلا-اسکالو-ش-90","1","0","visible","فنجان دیم لب طلا اسکالو ش 90","فنجان دیم لب طلا اسکالو ش 90","taxable",,"1","4","366000","305000",,,,,,,,,,,"0"
,"simple","10905","اتوبخارگر دستی NGS 88 H ش 530","اتوبخارگر-دستی-ngs-88-h-ش-530","1","0","visible","اتوبخارگر دستی NGS 88 H ش 530","اتوبخارگر دستی NGS 88 H ش 530","taxable",,"1","3","2410200","2008500",,,,,,,,,,,"0"
,"simple","10907","پیتزاپن 3844 A ش 530","پیتزاپن-3844-a-ش-530","1","0","visible","پیتزاپن 3844 A ش 530","پیتزاپن 3844 A ش 530","taxable",,"1","1","2657400","2214500",,,,,,,,,,,"0"
,"simple","10908","ابمیوه گیری 4 کاره nfp 1724 n ش 530","ابمیوه-گیری-4-کاره-nfp-1724-n-ش-530","1","0","visible","ابمیوه گیری 4 کاره nfp 1724 n ش 530","ابمیوه گیری 4 کاره nfp 1724 n ش 530","taxable",,"1","2","4140600","3450500",,,,,,,,,,,"0"
,"simple","10913","کره خوری 9671 ریور ش 540","کره-خوری-9671-ریور-ش-540","1","0","visible","کره خوری 9671 ریور ش 540","کره خوری 9671 ریور ش 540","taxable",,"1","4","388560","323800",,,,,,,,,,,"0"
,"simple","10914","شیروشکر5956 ریور ش 540","شیروشکر5956-ریور-ش-540","1","0","visible","شیروشکر5956 ریور ش 540","شیروشکر5956 ریور ش 540","taxable",,"1","4","395760","329800",,,,,,,,,,,"0"
,"simple","10916","جای دستمال اشپزخانه چوبی 9430ریور ش 540","جای-دستمال-اشپزخانه-چوبی-9430ریور-ش-540","1","0","visible","جای دستمال اشپزخانه چوبی 9430ریور ش 540","جای دستمال اشپزخانه چوبی 9430ریور ش 540","taxable",,"1","7","382560","318800",,,,,,,,,,,"0"
,"simple","10917","ظرف دوطبقه چوبی 4942 ریور ش 540","ظرف-دوطبقه-چوبی-4942-ریور-ش-540","1","0","visible","ظرف دوطبقه چوبی 4942 ریور ش 540","ظرف دوطبقه چوبی 4942 ریور ش 540","taxable",,"1","2","592800","494000",,,,,,,,,,,"0"
,"simple","10922","کفگیرملاقه سطلی چوب رزین سفید8476 ریور ش 540","کفگیرملاقه-سطلی-چوب-رزین-سفید8476-ریور-ش-540","1","0","visible","کفگیرملاقه سطلی چوب رزین سفید8476 ریور ش 540","کفگیرملاقه سطلی چوب رزین سفید8476 ریور ش 540","taxable",,"1","1","1079760","899800",,,,,,,,,,,"0"
,"simple","10923","کفگیرملاقه فله سفید8440 ریور ش 540","کفگیرملاقه-فله-سفید8440-ریور-ش-540","1","0","visible","کفگیرملاقه فله سفید8440 ریور ش 540","کفگیرملاقه فله سفید8440 ریور ش 540","taxable",,"1","1","107760","89800",,,,,,,,,,,"0"
,"simple","10926","سرویس 30 پارچه پردیس2002a الماس پلاتین  ش 100","سرویس-30-پارچه-پردیس2002a-الماس-پلاتین-ش-100","1","0","visible","سرویس 30 پارچه پردیس2002a الماس پلاتین  ش 100","سرویس 30 پارچه پردیس2002a الماس پلاتین  ش 100","taxable",,"1","1","4128000","3440000",,,,,,,,,,,"0"
,"simple","10931","قوری بزرگ سلطنتی زرشکی 18تایی ش 70","قوری-بزرگ-سلطنتی-زرشکی-18تایی-ش-70","1","0","visible","قوری بزرگ سلطنتی زرشکی 18تایی ش 70","قوری بزرگ سلطنتی زرشکی 18تایی ش 70","taxable",,"1","5","113040","94200",,,,,,,,,,,"0"
,"simple","10936","قوری امیری بزرگ 18تایی ش 70","قوری-امیری-بزرگ-18تایی-ش-70","1","0","visible","قوری امیری بزرگ 18تایی ش 70","قوری امیری بزرگ 18تایی ش 70","taxable",,"1","9","132000","110000",,,,,,,,,,,"0"
,"simple","10940","لگن 4 سایز مربع یونیک ش 163","لگن-4-سایز-مربع-یونیک-ش-163","1","0","visible","لگن 4 سایز مربع یونیک ش 163","لگن 4 سایز مربع یونیک ش 163","taxable",,"1","2","1531800","1276500",,,,,,,,,,,"0"
,"simple","10942","کارد تک دسته پلاستیک یونیک  ش 164","کارد-تک-دسته-پلاستیک-یونیک-ش-164","1","0","visible","کارد تک دسته پلاستیک یونیک  ش 164","کارد تک دسته پلاستیک یونیک  ش 164","taxable",,"1","1","264000","220000",,,,,,,,,,,"0"
,"simple","10943","سرویس قاشق چنگال 144 پارچه یونیک ش 161","سرویس-قاشق-چنگال-144-پارچه-یونیک-ش-161","1","0","visible","سرویس قاشق چنگال 144 پارچه یونیک ش 161","سرویس قاشق چنگال 144 پارچه یونیک ش 161","taxable",,"1","2","4608000","3840000",,,,,,,,,,,"0"
,"simple","10946","شیرینی خوری پایه دار پیکسل خط طلا 209 لرد شید  ش 170","شیرینی-خوری-پایه-دار-پیکسل-خط-طلا-209-لرد-شید-ش-170","1","0","visible","شیرینی خوری پایه دار پیکسل خط طلا 209 لرد شید  ش 170","شیرینی خوری پایه دار پیکسل خط طلا 209 لرد شید  ش 170","taxable",,"1","2","906000","755000",,,,,,,,,,,"0"
,"simple","10947","اردو خوری متوسط پیکسل خط طلا 210 لردشید ش 170","اردو-خوری-متوسط-پیکسل-خط-طلا-210-لردشید-ش-170","1","0","visible","اردو خوری متوسط پیکسل خط طلا 210 لردشید ش 170","اردو خوری متوسط پیکسل خط طلا 210 لردشید ش 170","taxable",,"1","4","754800","629000",,,,,,,,,,,"0"
,"simple","10953","تابه مربع لارن بزرگ لمون    422L","تابه-مربع-لارن-بزرگ-لمون-422l","1","0","visible","تابه مربع لارن بزرگ لمون    422L","تابه مربع لارن بزرگ لمون    422L","taxable",,"1","17","501600","418000",,,,,,,,,,,"0"
,"simple","10955","اسنک دیس گرد لارن لمون     424","اسنک-دیس-گرد-لارن-لمون-424","1","0","visible","اسنک دیس گرد لارن لمون     424","اسنک دیس گرد لارن لمون     424","taxable",,"1","16","392688","327240",,,,,,,,,,,"0"
,"simple","10956","اسنک دیس مستطیل لارن لمون     426 ","اسنک-دیس-مستطیل-لارن-لمون-426-","1","0","visible","اسنک دیس مستطیل لارن لمون     426 ","اسنک دیس مستطیل لارن لمون     426 ","taxable",,"1","20","392688","327240",,,,,,,,,,,"0"
,"simple","10961","سرویس 70 پارچه کویین مهرداد طلایی لورین  ش 190","سرویس-70-پارچه-کویین-مهرداد-طلایی-لورین-ش-190","1","0","visible","سرویس 70 پارچه کویین مهرداد طلایی لورین  ش 190","سرویس 70 پارچه کویین مهرداد طلایی لورین  ش 190","taxable",,"1","1","12993000","10827500",,,,,,,,,,,"0"
,"simple","10965","نعلبکی گلدار کایرا زرشکی تقدیس  ش 71","نعلبکی-گلدار-کایرا-زرشکی-تقدیس-ش-71","1","0","visible","نعلبکی گلدار کایرا زرشکی تقدیس  ش 71","نعلبکی گلدار کایرا زرشکی تقدیس  ش 71","taxable",,"1","56","342000","285000",,,,,,,,,,,"0"
,"simple","10974","شیرینی خوری کوچک 129s لمون ","شیرینی-خوری-کوچک-129s-لمون-","1","0","visible","شیرینی خوری کوچک 129s لمون ","شیرینی خوری کوچک 129s لمون ","taxable",,"1","63","237600","198000",,,,,,,,,,,"0"
,"simple","10976","دیس انگشتی کوچک 143s لمون ","دیس-انگشتی-کوچک-143s-لمون-","1","0","visible","دیس انگشتی کوچک 143s لمون ","دیس انگشتی کوچک 143s لمون ","taxable",,"1","18","237552","197960",,,,,,,,,,,"0"
,"simple","10977","سرویس 12پارچه قهوه خوری لارن 415 لمون ","سرویس-12پارچه-قهوه-خوری-لارن-415-لمون-","1","0","visible","سرویس 12پارچه قهوه خوری لارن 415 لمون ","سرویس 12پارچه قهوه خوری لارن 415 لمون ","taxable",,"1","16","699600","583000",,,,,,,,,,,"0"
,"simple","10983","قاشق آجیل کوچک استیل ش 161","قاشق-آجیل-کوچک-استیل-ش-161","1","0","visible","قاشق آجیل کوچک استیل ش 161","قاشق آجیل کوچک استیل ش 161","taxable",,"1","31","78600","65500",,,,,,,,,,,"0"
,"simple","10984","قاشق آجیل بزرگ استیل","قاشق-آجیل-بزرگ-استیل","1","0","visible","قاشق آجیل بزرگ استیل","قاشق آجیل بزرگ استیل","taxable",,"1","36","90000","75000",,,,,,,,,,,"0"
,"simple","10986","اردوخوری مستطیل موج 3 خانه 328 لمون","اردوخوری-مستطیل-موج-3-خانه-328-لمون","1","0","visible","اردوخوری مستطیل موج 3 خانه 328 لمون","اردوخوری مستطیل موج 3 خانه 328 لمون","taxable",,"1","13","573600","478000",,,,,,,,,,,"0"
,"simple","10988","پیاله پیکسل خط طلا لردشید 217","پیاله-پیکسل-خط-طلا-لردشید-217","1","0","visible","پیاله پیکسل خط طلا لردشید 217","پیاله پیکسل خط طلا لردشید 217","taxable",,"1","17","1071600","893000",,,,,,,,,,,"0"
,"simple","10989","پیش دستی پیکسل خط طلا لردشید 218 ","پیش-دستی-پیکسل-خط-طلا-لردشید-218-","1","0","visible","پیش دستی پیکسل خط طلا لردشید 218 ","پیش دستی پیکسل خط طلا لردشید 218 ","taxable",,"1","17","1222800","1019000",,,,,,,,,,,"0"
,"simple","10992","قوری سماوری پلاتین  ","قوری-سماوری-پلاتین-","1","0","visible","قوری سماوری پلاتین  ","قوری سماوری پلاتین  ","taxable",,"1","1","0","0",,,,,,,,,,,"0"
,"simple","10996","قوری متوسط درب استیل gph74-2 ش 70","قوری-متوسط-درب-استیل-gph74-2-ش-70","1","0","visible","قوری متوسط درب استیل gph74-2 ش 70","قوری متوسط درب استیل gph74-2 ش 70","taxable",,"1","8","396000","330000",,,,,,,,,,,"0"
,"simple","10997","قوری بزرگ درب استیل gph74-3 ش 70","قوری-بزرگ-درب-استیل-gph74-3-ش-70","1","0","visible","قوری بزرگ درب استیل gph74-3 ش 70","قوری بزرگ درب استیل gph74-3 ش 70","taxable",,"1","6","420000","350000",,,,,,,,,,,"0"
,"simple","10999","کارد و چنگال مرمری دافنی ش 164","کارد-و-چنگال-مرمری-دافنی-ش-164","1","0","visible","کارد و چنگال مرمری دافنی ش 164","کارد و چنگال مرمری دافنی ش 164","taxable",,"1","40","204000","170000",,,,,,,,,,,"0"
,"simple","11000","کارد و چنگال صدفی دافنی ش 164","کارد-و-چنگال-صدفی-دافنی-ش-164","1","0","visible","کارد و چنگال صدفی دافنی ش 164","کارد و چنگال صدفی دافنی ش 164","taxable",,"1","28","222000","185000",,,,,,,,,,,"0"
,"simple","11005","سوفله کوچک 8ضلعی امیلی مات طلا 704mg ش 162","سوفله-کوچک-8ضلعی-امیلی-مات-طلا-704mg-ش-162","1","0","visible","سوفله کوچک 8ضلعی امیلی مات طلا 704mg ش 162","سوفله کوچک 8ضلعی امیلی مات طلا 704mg ش 162","taxable",,"1","1","2244000","1870000",,,,,,,,,,,"0"
,"simple","11006","سالادخوری بزرگ 434mg ش 162","سالادخوری-بزرگ-434mg-ش-162","1","0","visible","سالادخوری بزرگ 434mg ش 162","سالادخوری بزرگ 434mg ش 162","taxable",,"1","3","1674000","1395000",,,,,,,,,,,"0"
,"simple","11020","کتری 2/8 لیتر قوری 1 لیتر شیردارطوسی 5863 ریور ش 540","کتری-2/8-لیتر-قوری-1-لیتر-شیردارطوسی-5863-ریور-ش-540","1","0","visible","کتری 2/8 لیتر قوری 1 لیتر شیردارطوسی 5863 ریور ش 540","کتری 2/8 لیتر قوری 1 لیتر شیردارطوسی 5863 ریور ش 540","taxable",,"1","1","2580000","2150000",,,,,,,,,,,"0"
,"simple","11025","فلاسک 1/3 لیتر استیل 8622 ریور ش 540","فلاسک-1/3-لیتر-استیل-8622-ریور-ش-540","1","0","visible","فلاسک 1/3 لیتر استیل 8622 ریور ش 540","فلاسک 1/3 لیتر استیل 8622 ریور ش 540","taxable",,"1","23","563760","469800",,,,,,,,,,,"0"
,"simple","11038","تابه مستطیل کوچک 8170-30bریور ش 540","تابه-مستطیل-کوچک-8170-30bریور-ش-540","1","0","visible","تابه مستطیل کوچک 8170-30bریور ش 540","تابه مستطیل کوچک 8170-30bریور ش 540","taxable",,"1","2","281760","234800",,,,,,,,,,,"0"
,"simple","11043","پیاله 6 عددی 8579  ROZE ریور ش 540","پیاله-6-عددی-8579-roze-ریور-ش-540","1","0","visible","پیاله 6 عددی 8579  ROZE ریور ش 540","پیاله 6 عددی 8579  ROZE ریور ش 540","taxable",,"1","1","1091760","909800",,,,,,,,,,,"0"
,"simple","11060","کاردوساطور 8 پارچه پایه سفید 2236 ریور ش 540","کاردوساطور-8-پارچه-پایه-سفید-2236-ریور-ش-540","1","0","visible","کاردوساطور 8 پارچه پایه سفید 2236 ریور ش 540","کاردوساطور 8 پارچه پایه سفید 2236 ریور ش 540","taxable",,"1","1","1703760","1419800",,,,,,,,,,,"0"
,"simple","10835","فنجان رنگی gpb49-2 دلی  ش 520","فنجان-رنگی-gpb49-2-دلی-ش-520","1","0","visible","فنجان رنگی gpb49-2 دلی  ش 520","فنجان رنگی gpb49-2 دلی  ش 520","taxable",,"1","1","1036800","864000",,,,,,,,,,,"0"
,"simple","11081","قابلمه تک استیل سایز 26 کد 3865L ریور ش 540","قابلمه-تک-استیل-سایز-26-کد-3865l-ریور-ش-540","1","0","visible","قابلمه تک استیل سایز 26 کد 3865L ریور ش 540","قابلمه تک استیل سایز 26 کد 3865L ریور ش 540","taxable",,"1","1","3107760","2589800",,,,,,,,,,,"0"
,"simple","11082","تابه تکدسته استیل سایز 20   3866L ریور ش 540","تابه-تکدسته-استیل-سایز-20-3866l-ریور-ش-540","1","0","visible","تابه تکدسته استیل سایز 20   3866L ریور ش 540","تابه تکدسته استیل سایز 20   3866L ریور ش 540","taxable",,"1","2","1798560","1498800",,,,,,,,,,,"0"
,"simple","11084","تابه دودسته استیل سایز 26   3868L ریور ش 540","تابه-دودسته-استیل-سایز-26-3868l-ریور-ش-540","1","0","visible","تابه دودسته استیل سایز 26   3868L ریور ش 540","تابه دودسته استیل سایز 26   3868L ریور ش 540","taxable",,"1","5","2398560","1998800",,,,,,,,,,,"0"
,"simple","11087","تخته گوشت مستطیل 3903 ریور ش 540","تخته-گوشت-مستطیل-3903-ریور-ش-540","1","0","visible","تخته گوشت مستطیل 3903 ریور ش 540","تخته گوشت مستطیل 3903 ریور ش 540","taxable",,"1","10","599760","499800",,,,,,,,,,,"0"
